Respondent ID,Start Date,End Date,"Overall, how satisfied are you with your most recent trip ?",How likely are you to ride again?,How likely is it that you would recommend  this service to a friend or colleague? (NPS),Did your bus depart {{ custom.O }} origin on time?,Did your bus reach your final destination on time?,Where did you purchase your ticket?,"Overall, how would you rate your {{ custom.O }} origin stop/terminal experience?",Employee Communication/Customer Service,Terminal Safety,Seating/Boarding Area Cleanliness,Terminal Restrooms,Boarding Process,"Overall, how would you rate your experience on the bus",Driver Safety,Driver Attitude,Personal Safety,Bus Seating Area Cleanliness,Bus Restroom Cleanliness,Were you aware your bus had On Board Entertainment and WiFi,Did you utilize the On Board Entertainment or Wi-Fi features while riding the bus?,What was your reason for traveling?,What is your most commonly used mode of transportation for trips greater than 2 hours,How would you rate the value of your trip for the money spent?,Origin,Destination
12017055010,9/24/2020 10:30,9/24/2020 10:44,10,10,10,Yes,Yes,Website,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Dissatisfied,Very Satisfied,Very DIssatisfied,Very Satisfied,No,No,"Specific Event or Gathering with Friends or Family (i.e. Birthday, Family Reunion, etc.)",Bus,Excellent Value for the Money,BEND | OR,
12017010194,9/24/2020 10:19,9/24/2020 10:22,5,5,5,No,No,Website,3,3,2,3,2,2,2,Very Satisfied,Very Satisfied,2,2,3,Yes,Yes,Business (Not commuting),Personal Automobile,Average Value for the Money,PITTSBURGH | PA,NEW YORK | NY
12016995164,9/24/2020 10:14,9/24/2020 10:18,0,10,0,No,No,Website,Very Poor,N/A,N/A,N/A,N/A,N/A,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very DIssatisfied,Very Dissatisfied,No,No,School,Train,Very Poor Value for the Money,,
12016988152,9/24/2020 10:12,9/24/2020 10:17,6,4,5,Yes,No,Website,2,3,3,3,3,2,3,Very Satisfied,Very Satisfied,3,3,3,Yes,Yes,Business (Not commuting),Personal Automobile,Average Value for the Money,PITTSBURGH | PA,NEW YORK | NY
12016915814,9/24/2020 9:53,9/24/2020 9:56,10,10,10,Yes,Yes,Website,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,No,Commuting to Work,Plane,Excellent Value for the Money,NEW YORK | NY,PHILADELPHIA | PA
12016696381,9/24/2020 8:53,9/24/2020 8:57,10,10,10,Yes,Yes,Website,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,Yes,Family/Personal Emergency,Personal Automobile,Average Value for the Money,NEW YORK | NY,
12016676229,9/24/2020 8:48,9/24/2020 8:50,10,10,10,Yes,Yes,Website,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,N/A,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,No,Business (Not commuting),Plane,Excellent Value for the Money,BLOOMINGTON | IN,INDIANAPOLIS | IN
12016647631,9/24/2020 8:40,9/24/2020 8:49,8,7,7,No,Yes,Call Center,2,4,Very Satisfied,4,2,2,4,Very Satisfied,Very Satisfied,Very Satisfied,4,2,No,No,Business (Not commuting),Bus,Average Value for the Money,,
12016634719,9/24/2020 8:36,9/24/2020 8:42,9,10,9,No,Yes,Website,Excellent,4,4,4,4,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,3,,,,,,ATLANTA | GA,
12016631537,9/24/2020 8:33,9/24/2020 8:39,8,8,7,No,Yes,Call Center,3,,,,,,,,,,,,,,,,,,
12016603193,9/24/2020 8:27,9/24/2020 8:29,5,3,4,No,No,Website,3,2,3,3,3,3,3,3,3,3,3,3,,,,,,MCALLEN | TX,HOUSTON | TX
12016523626,9/24/2020 8:04,9/24/2020 8:06,0,0,0,Yes,Yes,Website,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Poor,4,4,Very Dissatisfied,Very DIssatisfied,Very Dissatisfied,,,,,,,
12016435376,9/24/2020 7:37,9/24/2020 7:40,6,9,9,Yes,Yes,Website,3,4,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,4,4,4,4,4,4,Yes,No,Visiting Friends or Family (Just for Fun),Bus,Good Value for the Money,BUFFALO | NY,
12016415168,9/24/2020 7:30,9/24/2020 7:36,4,0,3,Yes,No,Website,2,3,2,3,4,3,Very Poor,4,4,Very Dissatisfied,4,3,Yes,No,Vacation (Non family visit),Train,Poor Value for the Money,NEWARK | NJ,BUFFALO | NY
12016405580,9/24/2020 7:27,9/24/2020 7:32,0,0,0,Yes,No,Website,3,2,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Poor,2,Very Dissatisfied,Very Dissatisfied,3,3,No,No,Visiting Friends or Family (Just for Fun),Personal Automobile,Poor Value for the Money,SYRACUSE | NY,WASHINGTON | DC
12016258430,9/24/2020 6:37,9/24/2020 6:50,10,10,10,Yes,Yes,Mobile App,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,No,Commuting to Work,Personal Automobile,Excellent Value for the Money,NEW YORK | NY,
12016221877,9/24/2020 6:23,9/24/2020 6:24,10,10,10,Yes,Yes,Website,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,,,,,,,
12016083075,9/24/2020 5:21,9/24/2020 5:31,5,5,5,No,No,Mobile App,3,Very Dissatisfied,Very Dissatisfied,2,N/A,Very Dissatisfied,3,Very Satisfied,2,4,2,4,Yes,Yes,Family/Personal Emergency,Train,Average Value for the Money,FORT MYERS | FL,AKRON | OH
12015967528,9/24/2020 4:24,9/24/2020 4:35,1,1,0,No,Yes,Website,3,4,4,Very Satisfied,2,Very Satisfied,2,4,4,4,4,3,Yes,No,Visiting Friends or Family (Just for Fun),Bus,Average Value for the Money,BRADY | TX,CORPUS CHRISTI | TX
12015948012,9/24/2020 4:13,9/24/2020 4:22,4,5,1,No,Yes,Website,3,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,3,2,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,No,Visiting Friends or Family (Just for Fun),Bus,Average Value for the Money,BRADY | TX,CORPUS CHRISTI | TX
12015902431,9/24/2020 3:48,9/24/2020 4:00,9,10,5,Yes,Yes,Website,4,N/A,Very Satisfied,3,3,Very Satisfied,4,Very Satisfied,Very Satisfied,Very Satisfied,3,3,Yes,No,Visiting Friends or Family (Just for Fun),Bus,Very Poor Value for the Money,LOS ANGELES | CA,OAKLAND | CA
12015861074,9/24/2020 3:25,9/24/2020 3:30,5,10,5,Yes,Yes,Website,3,3,3,3,Very Dissatisfied,4,Very Poor,Very Dissatisfied,Very Dissatisfied,4,3,3,Yes,No,Visiting Friends or Family (Just for Fun),Bus,Very Poor Value for the Money,JACKSON | MS,HOUSTON | TX
12015811358,9/24/2020 2:58,9/24/2020 3:03,0,0,0,No,No,Mobile App,Very Poor,N/A,N/A,N/A,N/A,N/A,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very DIssatisfied,Very Dissatisfied,Yes,No,Family/Personal Emergency,Bus,Very Poor Value for the Money,ALBANY | NY,
12015806557,9/24/2020 2:55,9/24/2020 2:56,0,0,0,,,,,,,,,,,,,,,,,,,,,ALBANY | NY,
12015774486,9/24/2020 2:35,9/24/2020 2:41,1,,0,No,No,Other Travel Website (BusBud/Wanderu/etc),Very Poor,Very Dissatisfied,Very Dissatisfied,3,3,Very Dissatisfied,Very Poor,Very Satisfied,Very Dissatisfied,Very Satisfied,Very Satisfied,4,No,No,"Specific Event or Gathering with Friends or Family (i.e. Birthday, Family Reunion, etc.)",Personal Automobile,Poor Value for the Money,,
12015714887,9/24/2020 2:00,9/24/2020 2:03,10,10,10,Yes,Yes,Mobile App,Excellent,N/A,N/A,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,Yes,Visiting Friends or Family (Just for Fun),Plane,Excellent Value for the Money,LAS VEGAS | NV,SALT LAKE CITY | UT
12015681834,9/24/2020 1:36,9/24/2020 1:37,2,0,0,Yes,No,Website,Very Poor,4,4,4,4,4,Very Poor,4,2,4,4,4,,,,,,WILMINGTON | DE,NEW YORK | NY
12015672117,9/24/2020 1:28,9/24/2020 1:34,3,1,1,Yes,Yes,Mobile App,Very Poor,Very Satisfied,Very Dissatisfied,Very Dissatisfied,N/A,Very Dissatisfied,Very Poor,Very Satisfied,2,Very Dissatisfied,Very DIssatisfied,2,No,No,Visiting Friends or Family (Just for Fun),Plane,Poor Value for the Money,FREDERICK | MD,
12015602449,9/24/2020 0:34,9/24/2020 0:40,8,10,10,Yes,Yes,Mobile App,2,4,Very Dissatisfied,3,Very Dissatisfied,Very Satisfied,Excellent,Very Dissatisfied,Very Dissatisfied,2,Very DIssatisfied,2,Yes,Yes,Family/Personal Emergency,Bus,Excellent Value for the Money,CLEVELAND | OH,PITTSBURGH | PA
12015599002,9/24/2020 0:31,9/24/2020 0:35,2,2,1,No,Yes,Website,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very DIssatisfied,Very Dissatisfied,No,No,"Specific Event or Gathering with Friends or Family (i.e. Birthday, Family Reunion, etc.)",Bus,Very Poor Value for the Money,PHILADELPHIA | PA,
12015585102,9/24/2020 0:20,9/24/2020 0:25,10,10,10,Yes,Yes,Terminal/Stop/Physical Location,4,Very Satisfied,Very Satisfied,Very Satisfied,4,Very Satisfied,4,Very Satisfied,Very Satisfied,Very Satisfied,3,3,Yes,No,Visiting Friends or Family (Just for Fun),Plane,Good Value for the Money,NEW YORK | NY,PHILADELPHIA | PA
12015578083,9/24/2020 0:15,9/24/2020 0:19,4,5,5,Yes,Yes,Website,4,Very Dissatisfied,2,2,Very Dissatisfied,3,Very Poor,4,Very Dissatisfied,3,4,Very Dissatisfied,Yes,No,Visiting Friends or Family (Just for Fun),Plane,Poor Value for the Money,CHICAGO | IL,
12015567972,9/24/2020 0:07,9/24/2020 0:12,5,7,6,Yes,Yes,Website,Very Poor,2,Very Dissatisfied,Very Dissatisfied,2,2,3,Very Satisfied,Very Satisfied,2,2,2,Yes,Yes,Family/Personal Emergency,Bus,Average Value for the Money,,
12015507738,9/23/2020 23:19,9/23/2020 23:22,8,10,8,No,No,Mobile App,3,Very Satisfied,4,Very Satisfied,Very Satisfied,Very Satisfied,4,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,No,Visiting Friends or Family (Just for Fun),Bus,Excellent Value for the Money,FORT WORTH | TX,FORREST CITY | AR
12015461059,9/23/2020 22:44,9/23/2020 22:48,10,9,9,Yes,Yes,Website,3,4,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,No,"Specific Event or Gathering with Friends or Family (i.e. Birthday, Family Reunion, etc.)",Bus,Excellent Value for the Money,KOKOMO | IN,ATLANTA | GA
12015452090,9/23/2020 22:37,9/23/2020 22:51,0,0,2,No,No,Website,3,Very Dissatisfied,4,2,N/A,2,Very Poor,Very Dissatisfied,Very Dissatisfied,3,2,2,Yes,No,Commuting to Work,Bus,Poor Value for the Money,,
12015432665,9/23/2020 22:24,9/23/2020 22:30,0,0,1,Yes,Yes,Website,4,Very Dissatisfied,4,3,Very Satisfied,3,2,2,Very Dissatisfied,Very Dissatisfied,3,3,No,No,Family/Personal Emergency,Bus,Poor Value for the Money,ANAHEIM | CA,
12015374957,9/23/2020 21:47,9/23/2020 21:52,,,10,Yes,Yes,Website,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,N/A,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,,Yes,Vacation (Non family visit),Plane,Excellent Value for the Money,CHICAGO | IL,DETROIT | MI
12015355482,9/23/2020 21:35,9/23/2020 21:50,1,1,0,No,No,Website,2,2,2,Very Dissatisfied,N/A,2,Very Poor,3,2,Very Dissatisfied,2,2,Yes,Yes,Visiting Friends or Family (Just for Fun),Personal Automobile,Poor Value for the Money,GARY | IN,INDIANAPOLIS | IN
12015346182,9/23/2020 21:30,9/23/2020 21:32,6,5,7,Yes,Yes,Other Travel Website (BusBud/Wanderu/etc),3,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,3,Very Satisfied,Very Satisfied,Very Satisfied,,,,,,WASHINGTON | DC,ATLANTA | GA
12015299118,9/23/2020 21:02,9/23/2020 21:10,8,8,8,Yes,Yes,Mobile App,Very Poor,Very Dissatisfied,Very Dissatisfied,3,N/A,Very Satisfied,3,Very Satisfied,Very Satisfied,3,3,Very Dissatisfied,Yes,No,Vacation (Non family visit),Personal Automobile,Good Value for the Money,ATLANTA | GA,CINCINNATI | OH
12015285053,9/23/2020 20:54,9/23/2020 21:01,10,10,10,Yes,Yes,Website,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,Yes,Family/Personal Emergency,Bus,Good Value for the Money,SANTA ANA | CA,PHOENIX | AZ
12015251378,9/23/2020 20:36,9/23/2020 20:51,1,,1,No,No,Website,Very Poor,3,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Poor,Very Dissatisfied,2,Very Dissatisfied,Very DIssatisfied,Very Dissatisfied,No,No,Visiting Friends or Family (Just for Fun),Plane,Very Poor Value for the Money,CHARLOTTE | NC,NEW YORK | NY
12015184266,9/23/2020 20:01,9/23/2020 20:04,0,0,0,No,No,Mobile App,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Poor,4,3,4,Very DIssatisfied,Very Dissatisfied,Yes,No,Visiting Friends or Family (Just for Fun),Bus,Good Value for the Money,FAYETTEVILLE | NC,RALEIGH | NC
12015181690,9/23/2020 19:59,9/23/2020 20:08,5,1,0,Yes,Yes,Mobile App,3,4,Very Satisfied,Very Dissatisfied,Very Dissatisfied,4,Very Poor,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,4,No,No,Family/Personal Emergency,Plane,Average Value for the Money,SACRAMENTO | CA,BAKERSFIELD | CA
12015153506,9/23/2020 19:46,9/23/2020 19:52,10,10,10,Yes,Yes,Website,Excellent,Very Satisfied,Very Satisfied,4,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,Yes,Visiting Friends or Family (Just for Fun),Personal Automobile,Good Value for the Money,SAN ANTONIO | TX,
12015149570,9/23/2020 19:44,9/23/2020 19:46,10,10,10,Yes,Yes,Website,Excellent,,,,,,,,,,,,,,,,,SAN ANTONIO | TX,
12015100589,9/23/2020 19:22,9/23/2020 19:27,10,10,5,Yes,No,Mobile App,3,Very Satisfied,2,2,Very Dissatisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,,Visiting Friends or Family (Just for Fun),Personal Automobile,Excellent Value for the Money,REDDING | CA,
12015047304,9/23/2020 18:52,9/23/2020 19:06,10,,10,No,Yes,Mobile App,4,Very Satisfied,Very Satisfied,Very Satisfied,N/A,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,Yes,Business (Not commuting),Plane,Good Value for the Money,OMAHA | NE,DES MOINES | IA
12015039160,9/23/2020 18:57,9/23/2020 19:06,10,10,10,Yes,Yes,Website,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,No,No,Commuting to Work,Personal Automobile,Average Value for the Money,HARRISBURG | PA,NEW YORK | NY
12015039153,9/23/2020 18:57,9/23/2020 19:04,10,10,10,Yes,Yes,Mobile App,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,N/A,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,,Yes,No,Family/Personal Emergency,Personal Automobile,Good Value for the Money,STERLING | CO,DENVER | CO
12015034552,9/23/2020 18:55,9/23/2020 19:07,0,1,0,Yes,No,Website,Very Poor,4,4,3,3,2,2,3,3,3,2,Very Dissatisfied,Yes,No,Family/Personal Emergency,Personal Automobile,Very Poor Value for the Money,NORFOLK | VA,MACON | GA
12014946565,9/23/2020 18:20,9/23/2020 18:25,9,10,10,Yes,Yes,Website,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,No,"Specific Event or Gathering with Friends or Family (i.e. Birthday, Family Reunion, etc.)",Personal Automobile,Good Value for the Money,MOUNT LAUREL | NJ,
12014939940,9/23/2020 18:18,9/23/2020 18:23,10,10,10,Yes,Yes,Website,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,2,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,No,Commuting to Work,Personal Automobile,Excellent Value for the Money,EL PASO | TX,
12014759976,9/23/2020 17:07,9/23/2020 17:30,7,5,4,Yes,Yes,Website,Very Poor,Very Dissatisfied,Very Satisfied,Very Satisfied,N/A,Very Dissatisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,Yes,Business (Not commuting),Personal Automobile,Excellent Value for the Money,,
12014748181,9/23/2020 17:03,9/23/2020 17:15,10,10,10,Yes,Yes,Mobile App,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,4,4,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,No,Business (Not commuting),Bus,Average Value for the Money,DALLAS | TX,MARKHAM | IL
12014715527,9/23/2020 16:50,9/23/2020 16:59,10,10,8,Yes,Yes,Website,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Dissatisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Dissatisfied,Yes,No,Business (Not commuting),Train,Good Value for the Money,CINCINNATI | OH,COLUMBUS | OH
12014683833,9/23/2020 16:37,9/23/2020 16:42,10,10,10,Yes,Yes,Website,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,Yes,Visiting Friends or Family (Just for Fun),Personal Automobile,Excellent Value for the Money,NEWARK | NJ,
12014683808,9/23/2020 16:37,9/23/2020 16:44,7,10,7,Yes,Yes,Website,4,Very Satisfied,3,3,N/A,Very Satisfied,4,Very Satisfied,4,Very Satisfied,Very Satisfied,3,Yes,No,Visiting Friends or Family (Just for Fun),Bus,Average Value for the Money,NASHVILLE | TN,
12014658444,9/23/2020 16:27,9/23/2020 16:28,1,0,0,,,,,,,,,,,,,,,,,,,,,SOUTH BEND | IN,INDIANAPOLIS | IN
12014637500,9/23/2020 7:02,9/23/2020 16:19,2,1,2,,,,,,,,,,,,,,,,,,,,,,
12014630861,9/23/2020 16:16,9/23/2020 16:39,5,2,2,Yes,Yes,Website,2,4,2,3,N/A,3,Very Poor,Very Satisfied,Very Satisfied,Very Dissatisfied,2,3,No,No,Visiting Friends or Family (Just for Fun),Plane,Average Value for the Money,MINNEAPOLIS | MN,CHICAGO | IL
12014610758,9/23/2020 16:08,9/23/2020 16:10,10,10,10,Yes,Yes,Website,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,N/A,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,No,Family/Personal Emergency,Personal Automobile,Good Value for the Money,HOUSTON | TX,
12014542969,9/23/2020 15:43,9/23/2020 15:48,7,9,7,Yes,Yes,Mobile App,3,3,4,4,4,4,3,4,3,3,3,3,No,No,Family/Personal Emergency,Bus,Good Value for the Money,CHICAGO | IL,URBANA | IL
12014530386,9/23/2020 15:38,9/23/2020 15:48,0,0,0,No,No,Website,Very Poor,4,4,N/A,N/A,N/A,Very Poor,,,,,,,,Business (Not commuting),Bus,Very Poor Value for the Money,RICHMOND | VA,
12014522245,9/23/2020 15:35,9/23/2020 15:41,1,1,0,No,No,Website,Very Poor,2,Very Dissatisfied,N/A,N/A,Very Dissatisfied,Very Poor,2,2,Very Dissatisfied,Very DIssatisfied,Very Dissatisfied,No,No,Vacation (Non family visit),Plane,Very Poor Value for the Money,WISCONSIN DELLS | WI,CHICAGO | IL
12014495435,9/23/2020 15:26,9/23/2020 15:33,0,0,0,Yes,Yes,Website,3,3,3,Very Dissatisfied,3,3,Very Poor,Very Satisfied,3,Very Dissatisfied,Very DIssatisfied,Very Dissatisfied,Yes,No,Visiting Friends or Family (Just for Fun),Personal Automobile,Good Value for the Money,LOS ANGELES | CA,
12014447869,9/23/2020 15:08,9/23/2020 15:13,3,1,0,Yes,Yes,Website,2,Very Dissatisfied,3,3,4,3,2,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,3,3,No,No,Family/Personal Emergency,Plane,Poor Value for the Money,LAS VEGAS | NV,OAKLAND | CA
12014420660,9/23/2020 15:00,9/23/2020 15:05,0,0,0,No,No,Mobile App,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,3,4,4,4,4,3,Yes,No,Visiting Friends or Family (Just for Fun),Plane,Very Poor Value for the Money,DES MOINES | IA,LAWRENCE | KS
12014417689,9/23/2020 14:59,9/23/2020 15:04,2,,2,Yes,Yes,Website,2,3,2,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,2,3,4,Very Dissatisfied,Very DIssatisfied,Very Dissatisfied,No,No,Business (Not commuting),Personal Automobile,Very Poor Value for the Money,INDIANAPOLIS | IN,CHICAGO | IL
12014411452,9/23/2020 14:57,9/23/2020 15:04,1,5,2,Yes,Yes,Website,Very Poor,Very Dissatisfied,Very Dissatisfied,4,Very Satisfied,Very Satisfied,2,Very Satisfied,Very Satisfied,2,2,4,No,No,Visiting Friends or Family (Just for Fun),Bus,Poor Value for the Money,ATLANTA | GA,
12014369558,9/23/2020 14:42,9/23/2020 14:49,0,0,0,No,No,Website,Very Poor,Very Dissatisfied,N/A,Very Dissatisfied,N/A,Very Dissatisfied,Very Poor,Very Satisfied,Very Dissatisfied,Very Satisfied,Very DIssatisfied,Very Dissatisfied,Yes,No,Visiting Friends or Family (Just for Fun),Bus,Poor Value for the Money,CHICAGO | IL,
12014369366,9/23/2020 14:43,9/23/2020 14:47,0,0,0,No,No,Website,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very DIssatisfied,Very Dissatisfied,No,No,Vacation (Non family visit),Bus,Very Poor Value for the Money,ALLENTOWN | PA,
12014366390,9/23/2020 14:42,9/23/2020 14:47,10,10,7,Yes,Yes,Mobile App,4,Very Satisfied,3,3,3,4,4,3,4,3,2,3,Yes,Yes,Visiting Friends or Family (Just for Fun),Bus,Average Value for the Money,NEW YORK | NY,BALTIMORE | MD
12014332219,9/23/2020 14:31,9/23/2020 14:35,0,0,0,No,No,Website,Very Poor,2,2,3,2,4,Very Poor,Very Satisfied,3,2,3,Very Dissatisfied,No,No,Family/Personal Emergency,Plane,Very Poor Value for the Money,INDIO | CA,ANAHEIM | CA
12014315091,9/23/2020 14:25,9/23/2020 14:30,10,10,10,Yes,Yes,Website,Excellent,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,3,Very Dissatisfied,Excellent,Very Dissatisfied,2,Very Satisfied,Very Satisfied,2,Yes,No,Family/Personal Emergency,Bus,Excellent Value for the Money,ALBANY | NY,NEW YORK | NY
12014281582,9/23/2020 14:14,9/23/2020 14:18,,,0,No,No,Website,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,N/A,Very Dissatisfied,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very DIssatisfied,Very Dissatisfied,No,No,Commuting to Work,Plane,Very Poor Value for the Money,MIAMI | FL,
12014277938,9/23/2020 14:13,9/23/2020 14:15,10,10,10,Yes,Yes,Website,4,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,4,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,Yes,Family/Personal Emergency,Bus,Excellent Value for the Money,PHOENIX | AZ,TUCSON | AZ
12014270464,9/23/2020 14:10,9/23/2020 14:12,0,0,1,No,No,Website,Very Poor,2,Very Dissatisfied,2,N/A,N/A,Very Poor,,,,,,,,,,,NEW YORK | NY,
12014267074,9/23/2020 14:09,9/23/2020 14:18,8,3,8,Yes,Yes,Website,4,Very Satisfied,Very Satisfied,Very Satisfied,N/A,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,Yes,Family/Personal Emergency,Personal Automobile,Average Value for the Money,MEMPHIS | TN,ORLANDO | FL
12014256983,9/23/2020 14:06,9/23/2020 14:08,1,1,0,No,No,Website,Very Poor,Very Dissatisfied,4,3,3,Very Dissatisfied,Very Poor,Very Dissatisfied,Very Dissatisfied,3,3,3,Yes,Yes,"Specific Event or Gathering with Friends or Family (i.e. Birthday, Family Reunion, etc.)",Bus,Good Value for the Money,,
12014256031,9/23/2020 14:05,9/23/2020 14:06,0,0,0,Yes,No,,,,,,,,,,,,,,,,,,,TOLEDO | OH,
12014255189,9/23/2020 14:05,9/23/2020 14:09,10,10,10,No,Yes,Website,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,Yes,Business (Not commuting),Plane,Excellent Value for the Money,BEDFORD | IN,ABILENE | TX
12014243883,9/23/2020 14:02,9/23/2020 14:06,0,0,0,No,No,Mobile App,Very Poor,2,3,3,3,2,Very Poor,4,4,4,3,2,Yes,Yes,Visiting Friends or Family (Just for Fun),Personal Automobile,Average Value for the Money,TALLAHASSEE | FL,FORT LAUDERDALE | FL
12014231484,9/23/2020 13:58,9/23/2020 14:02,0,0,0,No,No,Website,Very Poor,N/A,N/A,Very Dissatisfied,N/A,Very Dissatisfied,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very DIssatisfied,Very Dissatisfied,,,,,,BLUEFIELD | WV,GREENSBORO | NC
12014227443,9/23/2020 13:56,9/23/2020 14:29,0,0,0,Yes,Yes,Website,3,N/A,N/A,4,N/A,Very Satisfied,Very Poor,Very Satisfied,3,Very Satisfied,Very Satisfied,Very Dissatisfied,No,No,Family/Personal Emergency,Bus,Excellent Value for the Money,PHILADELPHIA | PA,NEW YORK | NY
